Artist,Song,ValidLink,ID,KworbLink,Spotify Link
The Airborne Toxic Event,Love Me Again,False,0SftJDguUa1F5SsQwwkLw4,https://kworb.net/spotify/track/0SftJDguUa1F5SsQwwkLw4.html,https://open.spotify.com/track/0SftJDguUa1F5SsQwwkLw4
The Airborne Toxic Event,Slow Dancing,True,5h1BN75CEh8wdSwE1xrbSe,https://kworb.net/spotify/track/5h1BN75CEh8wdSwE1xrbSe.html,https://open.spotify.com/track/5h1BN75CEh8wdSwE1xrbSe
The Airborne Toxic Event,Christmas Tree,True,186NCtNk1tUYS7c2DxgJ7O,https://kworb.net/spotify/track/186NCtNk1tUYS7c2DxgJ7O.html,https://open.spotify.com/track/186NCtNk1tUYS7c2DxgJ7O
The Airborne Toxic Event,FRI(END)S,True,0PBTlQ84CBJF0tBnKGmQa6,https://kworb.net/spotify/track/0PBTlQ84CBJF0tBnKGmQa6.html,https://open.spotify.com/track/0PBTlQ84CBJF0tBnKGmQa6
The Airborne Toxic Event,Sweet Night,False,3Wno87vVBVbSVS2vUUFuKC,https://kworb.net/spotify/track/3Wno87vVBVbSVS2vUUFuKC.html,https://open.spotify.com/track/3Wno87vVBVbSVS2vUUFuKC
The Airborne Toxic Event,Rainy Days,False,54bg1e6ABcZfpU3yzwxnPf,https://kworb.net/spotify/track/54bg1e6ABcZfpU3yzwxnPf.html,https://open.spotify.com/track/54bg1e6ABcZfpU3yzwxnPf
The Airborne Toxic Event,It's Definitely You,True,2LowwiemmGMzzNSH1PJprK,https://kworb.net/spotify/track/2LowwiemmGMzzNSH1PJprK.html,https://open.spotify.com/track/2LowwiemmGMzzNSH1PJprK
The Airborne Toxic Event,For Us,True,4HAOgAnILvXCbSODMoRnmD,https://kworb.net/spotify/track/4HAOgAnILvXCbSODMoRnmD.html,https://open.spotify.com/track/4HAOgAnILvXCbSODMoRnmD
The Airborne Toxic Event,Blue,True,2UU11hvjN1JIn4iihEodNT,https://kworb.net/spotify/track/2UU11hvjN1JIn4iihEodNT.html,https://open.spotify.com/track/2UU11hvjN1JIn4iihEodNT
The Airborne Toxic Event,*wherever u r (ft. V of BTS),False,6vt0ZVQyX3Oq3BNR1W5Pdo,https://kworb.net/spotify/track/6vt0ZVQyX3Oq3BNR1W5Pdo.html,https://open.spotify.com/track/6vt0ZVQyX3Oq3BNR1W5Pdo
The Airborne Toxic Event,Slow Dancing (Piano Ver.),True,7pgbDdy7ax962o9d2xJceV,https://kworb.net/spotify/track/7pgbDdy7ax962o9d2xJceV.html,https://open.spotify.com/track/7pgbDdy7ax962o9d2xJceV
The Airborne Toxic Event,Winter Bear,True,74ewFAgDzRkhZ7EX2eLtfZ,https://kworb.net/spotify/track/74ewFAgDzRkhZ7EX2eLtfZ.html,https://open.spotify.com/track/74ewFAgDzRkhZ7EX2eLtfZ
The Airborne Toxic Event,Snow Flower (feat. Peakboy),True,34IGOyXR6cn0YI9VBu8m0y,https://kworb.net/spotify/track/34IGOyXR6cn0YI9VBu8m0y.html,https://open.spotify.com/track/34IGOyXR6cn0YI9VBu8m0y
The Airborne Toxic Event,Scenery,True,1UHkDovEFqHzHCPyNe0BTy,https://kworb.net/spotify/track/1UHkDovEFqHzHCPyNe0BTy.html,https://open.spotify.com/track/1UHkDovEFqHzHCPyNe0BTy
The Airborne Toxic Event,Christmas Tree - Inst.,True,37rnSr2ZCkzqmoUqGQtn4q,https://kworb.net/spotify/track/37rnSr2ZCkzqmoUqGQtn4q.html,https://open.spotify.com/track/37rnSr2ZCkzqmoUqGQtn4q
The Airborne Toxic Event,FRI(END)S (Sped Up),True,0v6wAlWCzHYj1OuJrVuH7J,https://kworb.net/spotify/track/0v6wAlWCzHYj1OuJrVuH7J.html,https://open.spotify.com/track/0v6wAlWCzHYj1OuJrVuH7J
The Airborne Toxic Event,Sweet Night (Inst.),False,2t4Ab1dHWWgc9QrU8erQ5k,https://kworb.net/spotify/track/2t4Ab1dHWWgc9QrU8erQ5k.html,https://open.spotify.com/track/2t4Ab1dHWWgc9QrU8erQ5k
The Airborne Toxic Event,FRI(END)S (Slowed Down),True,4njgp1LC4XoUsnF3pN0WXX,https://kworb.net/spotify/track/4njgp1LC4XoUsnF3pN0WXX.html,https://open.spotify.com/track/4njgp1LC4XoUsnF3pN0WXX
The Airborne Toxic Event,FRI(END)S (Instrumental),True,6G3myAs4HemIdtLYhhjGLP,https://kworb.net/spotify/track/6G3myAs4HemIdtLYhhjGLP.html,https://open.spotify.com/track/6G3myAs4HemIdtLYhhjGLP
The Airborne Toxic Event,It's Definitely You - Instrumental,False,1bItNehmEre5eCsR5IVUNX,https://kworb.net/spotify/track/1bItNehmEre5eCsR5IVUNX.html,https://open.spotify.com/track/1bItNehmEre5eCsR5IVUNX
The Airborne Toxic Event,Slow Dancing (FRNK Remix),True,6mSCY4xjKyt5xLlgOXXHSk,https://kworb.net/spotify/track/6mSCY4xjKyt5xLlgOXXHSk.html,https://open.spotify.com/track/6mSCY4xjKyt5xLlgOXXHSk
The Airborne Toxic Event,Slow Dancing (Cautious Clay Remix),True,31jZYFQEtq0ud5y9fDN4cw,https://kworb.net/spotify/track/31jZYFQEtq0ud5y9fDN4cw.html,https://open.spotify.com/track/31jZYFQEtq0ud5y9fDN4cw
The Airborne Toxic Event,*wherever u r (feat. V of BTS and NATURE),False,06DNeAJi8GYZn9TpCF8r2X,https://kworb.net/spotify/track/06DNeAJi8GYZn9TpCF8r2X.html,https://open.spotify.com/track/06DNeAJi8GYZn9TpCF8r2X
The Airborne Toxic Event,*wherever u r (ft. V of BTS) - Lullaby [V-Ron Mix],False,0QKqNIRuEpRefFa6aVCCwj,https://kworb.net/spotify/track/0QKqNIRuEpRefFa6aVCCwj.html,https://open.spotify.com/track/0QKqNIRuEpRefFa6aVCCwj
The Airborne Toxic Event,*wherever u r (ft. V of BTS) - [Instrumental],False,1wn50dC1Ozux1iS3qnzj4z,https://kworb.net/spotify/track/1wn50dC1Ozux1iS3qnzj4z.html,https://open.spotify.com/track/1wn50dC1Ozux1iS3qnzj4z
The Airborne Toxic Event,*wherever u r (ft. V of BTS) - Meditation [V-Ron Mix],False,2jGScMNshJuhHEGW0uE47N,https://kworb.net/spotify/track/2jGScMNshJuhHEGW0uE47N.html,https://open.spotify.com/track/2jGScMNshJuhHEGW0uE47N
